Numer KRS,Regon,Nip,Nazwa firmy,Forma prawna,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer domu,Numer lokalu,Kod pocztowy,Poczta,Numer kierunkowy 1,Telefon 1,Numer kierunkowy 2,Telefon 2,Kierunowy fax,Fax,Kapitał,Data rozpoczęcia działalności,Data powstania,Adres WWW,Adres Email,Główny PKD,Zatrudnienie,PKD 1,PKD 2,PKD 3,Pierwsze imię,Drugie imię,Nazwisko lub Nazwa ,Nazwisko drugi człon,Funkcja,Data wpisania,Column1
i2820349,141851770,7962875047,ŁAŹNIA RADOMSKI KLUB ŚRODOWISK TWÓRCZYCH I GALERIA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,M. RADOM,M. RADOM,RADOM,UL. STEFANA ŻEROMSKIEGO,56,,26-600,RADOM,,483858081,,,,483858081,0,6/1/2009,4/20/2009,,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2826445,673020719,7962656256,MIEJSKO-GMINNY OŚRODEK KULTURY W SKARYSZEWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,RADOMSKI,SKARYSZEW,SKARYSZEW,UL. WOJSKA POLSKIEGO,5,,26-640,SKARYSZEW,,486103029,,,,486103089,0,11/26/2004,11/26/2004,,mgok@mgokskaryszew.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2813336,142724848,8121907045,KOZIENICKI DOM KULTURY IM.BOGUSŁAWA KLIMCZUKA,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,KOZIENICKI,KOZIENICE,KOZIENICE,UL. WARSZAWSKA,29,,26-900,KOZIENICE,,486110750,,,,486142625,0,1/1/2011,12/21/2010,www.dkkozienice.pl,dom.kultury@dkkozienice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2915658,365281358,7981478548,"BIAŁOBRZESKIE CENTRUM KULTURY ""BIAŁE BRZEGI""",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,BIAŁOBRZESKI,BIAŁOBRZEGI,BIAŁOBRZEGI,UL. KOŚCIELNA,31,,26-800,BIAŁOBRZEGI,,486132370,,,,486132370,0,9/1/2016,9/1/2016,,mgok@bialobrzegi.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2836484,556387,7961101562,CENTRUM KULTURY I TURYSTYKI W IŁŻY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,RADOMSKI,IŁŻA,IŁŻA,UL. ORŁA BIAŁEGO,2,,27-100,IŁŻA,,486163108,,,,486163108,0,12/15/1975,11/5/1997,www.ckit.ilza.pl,ckit@ilza.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2716609,286545,7991371533,SZYDŁOWIECKIE CENTRUM KULTURY - ZAMEK,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,SZYDŁOWIECKI,SZYDŁOWIEC,SZYDŁOWIEC,UL. GEN. JÓZEFA SOWIŃSKIEGO,2,,26-500,SZYDŁOWIEC,,486171029,,,,,0,12/15/1975,12/15/1975,www.sckzamek.pl,ksiegowosc@sckzamek.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2826452,672761508,9482242573,GMINNY OŚRODEK KULTURY W WIERZBICY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,RADOMSKI,WIERZBICA,WIERZBICA,UL. IGNACEGO KRASICKIEGO,27,,26-680,WIERZBICA,,486182011,,,,,0,9/11/2001,3/27/1991,,gokwierzbica@poczta.fm,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820343,141686146,7991949133,ŚWIETLICA W OROŃSKU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,SZYDŁOWIECKI,OROŃSKO,OROŃSKO,UL. SZKOLNA,6,,26-505,OROŃSKO,,486184193,,,,486184193,0,9/28/2006,9/28/2006,,gci@oronsko.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820344,141446880,7991944325,ŚWIETLICA W TOMASZOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,SZYDŁOWIECKI,OROŃSKO,TOMASZÓW,,BN,,26-505,OROŃSKO,,486184673,,,,,0,1/1/2007,1/1/2007,,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826419,670824995,7991735679,GMINNY OŚRODEK KULTURY W CHLEWISKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,SZYDŁOWIECKI,CHLEWISKA,CHLEWISKA,UL. CZACHOWSKIEGO,54/1,,26-510,CHLEWISKA,,486287040,,,,486287040,0,1/1/1990,1/1/1990,,gokchlewiska@interia.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3146100,144315605,7972045761,GMINNY DOM KULTURY W CHYNOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,GRÓJECKI,CHYNÓW,CHYNÓW,UL. WOLSKA,8,,05-650,CHYNÓW,,486615700,,,,,0,9/15/2011,6/10/2011,,gdk@chynow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3146099,142901948,7972039602,MIEJSKO-GMINNY OŚRODEK KULTURY I BIBLIOTEKA SAMORZĄDOWA W MOGIELNICY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,GRÓJECKI,MOGIELNICA,MOGIELNICA,UL. RYNEK,1,45,05-640,MOGIELNICA,,486635149,,,,,0,4/13/2011,4/13/2011,,bip@mogielnica.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2825738,670061304,7971478191,GRÓJECKI OŚRODEK KULTURY W GRÓJCU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,GRÓJECKI,GRÓJEC,GRÓJEC,UL. JÓZEFA PIŁSUDSKIEGO,3,,05-600,GRÓJEC,,486642306,,,,486642162,0,1/13/1992,5/18/2005,www.gokgrojec.pl,ksiegowosc@gokgrojec.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i5533441,524906261,6581997741,GMINNE CENTRUM KULTURY I BIBLIOTEKA W GOWARCZOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚWIĘTOKRZYSKIE,KONECKI,GOWARCZÓW,GOWARCZÓW,PLAC XX-LECIA,25,,26-225,GOWARCZÓW,,486724395,,,,,0,4/1/2023,4/1/2023,www.gckibgowarczow.pl,gckibgowarczow@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3375830,146921280,6010086124,GMINNE CENTRUM KULTURY I SPORTU W WIENIAWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,PRZYSUSKI,WIENIAWA,WIENIAWA,UL. KOCHANOWSKIEGO,82,,26-432,WIENIAWA,,486730005,,,,,0,1/1/2014,10/8/2013,,biblwien@poczta.fm,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826406,670131660,7991823225,DOM KULTURY W PRZYSUSZE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,PRZYSUSKI,PRZYSUCHA,PRZYSUCHA,UL. RADOMSKA,9,,26-400,PRZYSUCHA,,486752473,,,,,0,10/31/1997,10/31/1997,www.pedekprzysucha.pl,domkultury1@vp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2820338,140407517,6010038036,GMINNY OŚRODEK KULTURY W BORKOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,PRZYSUSKI,BORKOWICE,BORKOWICE,UL. KS. JANA WIŚNIEWSKIEGO,7,,26-422,BORKOWICE,,486757106,,,,,0,1/1/2006,12/8/2005,www.gok.cba.pl,gokborkowice@onet.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2381495,670902117,8111253932,DOM KULTURY W ZWOLENIU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,ZWOLEŃSKI,ZWOLEŃ,ZWOLEŃ,ALEJA JANA PAWŁA II,6,,26-700,ZWOLEŃ,,486762785,,,,486764869,0,9/5/1996,9/5/1996,,dkzwolen@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i5596049,525637053,6392029029,GMINNY OŚRODEK KULTURY W KRZYŻANOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,RACIBORSKI,KRZYŻANOWICE,TWORKÓW,UL. DWORCOWA,19,,47-451,TWORKÓW,,500048566,,,,,0,7/1/2023,4/25/2023,,gok@gok.krzyzanowice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2822428,1342352,7321113102,"GMINNE CENTRUM KULTURY, SPORTU, TURYSTYKI I REKREACJI",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŁÓDZKIE,ZGIERSKI,ZGIERZ,DZIERŻĄZNA,,4,,95-001,BIAŁA,,500158477,,,42,7178018,0,1/3/1989,12/22/2000,www.dzierzazna.pl,dzierzazna@dzierzazna.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2714078,492924183,7343010800,MIEJSKI OŚRODEK KULTURY W NOWYM SACZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAŁOPOLSKIE,M. NOWY SĄCZ,M. NOWY SĄCZ,NOWY SĄCZ,ALEJE WOLNOŚCI,23,,33-300,NOWY SĄCZ,,500273727,,,,184438959,0,1/2/2004,1/2/2004,www.mok.nowysacz.pl,biuro@mok.nowysacz.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i3750205,369011242,4660423246,OŚRODEK KULTURY GMINY KIKÓŁ,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,KUJAWSKO-POMORSKIE,LIPNOWSKI,KIKÓŁ,KIKÓŁ,PL. KOŚCIUSZKI,7A,,87-620,KIKÓŁ,,500837986,,,,,0,1/1/2018,12/12/2017,www.okgkikol.pl,okgk@kikol.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3809753,340833857,8762442404,GMINNE CENTRUM KULTURY W GRUCIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,KUJAWSKO-POMORSKIE,GRUDZIĄDZKI,GRUTA,GRUTA,,95,,86-330,GRUTA,,501168103,,,,,0,10/26/2010,10/26/2010,,dyrektorgck@gruta.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2822025,320551353,6722029677,CENTRUM KULTURY I SPOTKAŃ EUROPEJSKICH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ZACHODNIOPOMORSKIE,BIAŁOGARDZKI,BIAŁOGARD,BIAŁOGARD,UL. 1 MAJA,15,,78-200,BIAŁOGARD,,501223314,,,,,0,5/1/2008,5/1/2008,,kultura@bialogard.info,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2838433,364783342,8262194854,POWIATOWE CENTRUM KULTURY I PROMOCJI W MIĘTNEM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,GARWOLIŃSKI,GARWOLIN,MIĘTNE,UL. GŁÓWNA,55,,08-400,GARWOLIN,,501365808,,,,,0,3/29/2016,3/29/2016,,pckip.mietne@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2715094,310500671,6652951256,MIEJSKO-GMINNY OŚRODEK KULTURY W ŚLESINIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WIELKOPOLSKIE,KONIŃSKI,ŚLESIN,ŚLESIN,UL. MŁODZIEŻOWA,11,,62-561,ŚLESIN,,501438308,,,,632704196,0,6/20/1991,6/20/1991,,mgok@slesin.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2719516,570059799,7661067312,ROGOZIŃSKIE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WIELKOPOLSKIE,OBORNICKI,ROGOŹNO,ROGOŹNO,UL. WOJSKA POLSKIEGO,4,,64-610,ROGOŹNO,,501769506,,,,672618356,0,3/2/1992,3/2/1992,www.jonfox.pl/rek2/,rck.rogozno@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i2820966,370510846,6891171797,GMINNY OŚRODEK KULTURY IM. JERZEGO JANICKIEGO W LUTOWISKACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,BIESZCZADZKI,LUTOWISKA,LUTOWISKA,,74A,,38-713,LUTOWISKA,,501799092,,,,,0,7/26/2000,7/26/2000,www.lutowiska.pl,gok@lutowiska.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2656363,363848186,8212646076,GMINNY OŚRODEK KULTURY W SUCHOŻEBRACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,SIEDLECKI,SUCHOŻEBRY,SUCHOŻEBRY,UL. SIEDLECKA,6A,,08-125,SUCHOŻEBRY,,501878999,,,,,0,3/1/2016,3/1/2016,www.gok.suchozebry.pl,gok@suchozebry.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i6224464,542581862,,GIŻYCKIE CENTRUM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WARMIŃSKO-MAZURSKIE,GIŻYCKI,GIŻYCKO,GIŻYCKO,UL. KONARSKIEGO,8,,11-500,GIŻYCKO,,502058474,,,,,0,9/1/2025,8/27/2025,,,"90.31.A - DZIAŁALNOŚĆ CENTRÓW KULTURY, DOMÓW I OŚRODKÓW KULTURY, KLUBÓW I ŚWIETLIC",'1-9, , , ,,,,,,,
i4902555,388681522,5451823249,POWIATOWY DOM KULTURY W SOKÓŁCE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODLASKIE,SOKÓLSKI,SOKÓŁKA,SOKÓŁKA,UL. ADAMA MICKIEWICZA,11,,16-100,SOKÓŁKA,,502331360,,,,,0,4/16/2021,4/16/2021,www.pedek-sokolka.pl/,pdk@sokolka-powiat.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i1421136,146618451,8262189698,GMINNY DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,GARWOLIŃSKI,SOBOLEW,SOBOLEW,UL. RYNEK,1,,08-460,SOBOLEW,,502374772,,,,,0,3/20/2013,3/20/2013,www.gdksobolew.pl/kontakt/,kultura.sobolew@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3197247,366215530,8222356397,GMINNY OŚRODEK KULTURY W DĘBEM WIELKIM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,MAZOWIECKIE,MIŃSKI,DĘBE WIELKIE,DĘBE WIELKIE,UL. STRAŻACKA,3,,05-311,DĘBE WIELKIE,,503015608,,,,,0,1/1/2017,1/1/2017,,gok@debewielkie.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2822375,92907300,5621332971,SZUBIŃSKI DOM KULTURY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,KUJAWSKO-POMORSKIE,NAKIELSKI,SZUBIN,SZUBIN,UL. KCYŃSKA,13,,89-200,SZUBIN,,503088739,,,,,0,12/13/2000,12/1/2000,www.szdk-szubin.pl,szdk@szdk-szubin.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2827127,530580984,7541684290,GMINNY OŚRODEK KULTURY W DOBRZENIU WIELKIM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,OPOLSKIE,OPOLSKI,DOBRZEŃ WIELKI,DOBRZEŃ WIELKI,UL. NAMYSŁOWSKA,20,,46-081,DOBRZEŃ WIELKI,,503424595,,,,774696633,0,1/1/1991,1/1/1991,www.gokdw.pl/,promocja@gokdw.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i5838674,528217759,528217759,PAŁAC W OSTOI - GMINNE CENTRUM KULTURALNO-REKREACYJNE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ZACHODNIOPOMORSKIE,POLICKI,KOŁBASKOWO,OSTOJA,,10,,72-005,PRZECŁAW,,503658444,,,,,0,4/1/2024,3/15/2024,www.palacostoja.eu,info@palacostoja.eu,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i1411978,260660829,6572909128,GMINNY OŚRODEK KULTURY W GÓRNIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚWIĘTOKRZYSKIE,KIELECKI,GÓRNO,KRAJNO-PARCELE,KRAJNO-PARCELE,24B,,26-008,GÓRNO,,504411350,,,,,0,1/9/2013,1/9/2013,www.gokgorno.pl,gok@gorno.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2826230,710394446,8251171447,MIEJSKI OŚRODEK KULTURY W STOCZKU ŁUKOWSKIM,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,LUBELSKIE,ŁUKOWSKI,STOCZEK ŁUKOWSKI,STOCZEK ŁUKOWSKI,UL. JÓZEFA PIŁSUDSKIEGO,2,,21-450,STOCZEK ŁUKOWSKI,,505254154,,,,,0,3/9/1996,12/1/1998,www.kultura.stoczek-lukowski.pl/,mok.stoczek2@gmail.com,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3615583,180702202,7931622581,MIEJSKO - GMINNY OŚRODEK KULTURY W OLESZYCACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,PODKARPACKIE,LUBACZOWSKI,OLESZYCE,OLESZYCE,UL. RYNEK,6,,37-630,OLESZYCE,,505808362,,,,,0,6/1/2011,6/1/2011,www.oleszyce.pl,mgck@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4466975,385165642,6722095183,GMINNY OŚRODEK KULTURY I BIBLIOTEKA W SŁAWOBORZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ZACHODNIOPOMORSKIE,ŚWIDWIŃSKI,SŁAWOBORZE,SŁAWOBORZE,UL. KOLEJOWA,6,,78-314,SŁAWOBORZE,,506266788,,,,,0,1/1/2020,1/1/2020,,gok@gokslawoborze.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2305418,362417768,5971733216,GMINNE CENTRUM KULTURY I BIBLIOTEKA PUBLICZNA W BOLESZKOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ZACHODNIOPOMORSKIE,MYŚLIBORSKI,BOLESZKOWICE,BOLESZKOWICE,UL. POZNAŃSKA,19A,,74-407,BOLESZKOWICE,,506506072,,,,,0,9/1/2015,9/1/2015,,gck@boleszkowice.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3372374,61656470,5050124379,GMINNE CENTRUM KULTURY W ZIÓŁKOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,LUBELSKIE,ŁĘCZYŃSKI,SPICZYN,ZIÓŁKÓW,,49B,,21-077,SPICZYN,,506509814,,,,,0,3/1/2014,2/26/2014,www.gck.spiczyn.pl,gck@spiczyn.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i4814142,387844360,5932626806,CENTRUM KULTURY I BIBLIOTEKA PUBLICZNA W GNIEWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,POMORSKIE,TCZEWSKI,GNIEW,GNIEW,PLAC GRUNWALDZKI,16,17,83-140,GNIEW,,507125558,,,,,0,1/1/2021,1/5/2021,www.ckibp.gniew.pl,biuro@ckibp.gniew.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i3292774,366714322,8631700768,POWIATOWE CENTRUM KULTURY W OPATOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚWIĘTOKRZYSKIE,OPATOWSKI,OPATÓW,OPATÓW,UL. SZPITALNA,4A,,27-500,OPATÓW,,507737750,,,,,0,3/3/2017,3/3/2017,www.kulturaopatow.pl,centrum@kulturaopatow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i4606565,28720800035,6510009658,MIEJSKI OŚRODEK KULTURY - ŚWIETLICA W ROWNIU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŚLĄSKIE,M. ŻORY,M. ŻORY,ŻORY,UL. RYBNICKA,249,,44-240,ŻORY,,508084075,,,,,0,1/1/1991,1/1/1991,,rowien@mok.zory.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'10-29, , , ,,,,,,,
i4245327,383206584,6211833987,GMINNY OŚRODEK KULTURY W KOBYLINIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,WIELKOPOLSKIE,KROTOSZYŃSKI,KOBYLIN,KOBYLIN,UL. STRZELECKA,10,,63-740,KOBYLIN,,508106928,,,,,0,5/1/2019,4/24/2019,,gok@kobylin.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2068392,361289216,8351605402,GMINNY DOM KULTURY W CIELĄDZU,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŁÓDZKIE,RAWSKI,CIELĄDZ,CIELĄDZ,,59 A,,96-214,CIELĄDZ,,508364948,,,,,0,1/19/2015,1/19/2015,,,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2822594,958281,8361743867,MIEJSKO-GMINNY OŚRODEK KULTURY W BOLIMOWIE,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,ŁÓDZKIE,SKIERNIEWICKI,BOLIMÓW,BOLIMÓW,UL. RYNEK KOŚCIUSZKI,14,,99-417,BOLIMÓW,,508603286,,,,468380386,0,12/7/1981,7/1/2001,www.gok.bolimow.pl/,gok@bolimow.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2822177,220630185,5911653264,KOŚCIERSKI DOM KULTURY IM.JÓZEFA WYBICKIEGO,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,POMORSKIE,KOŚCIERSKI,KOŚCIERZYNA,KOŚCIERZYNA,UL. DŁUGA,31,,83-400,KOŚCIERZYNA,,508635021,,,,586800150,0,7/1/2008,6/26/2008,www.kdkkoscierzyna.pl/,kdk@koscierzyna.gda.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2822130,190586751,6040000044,"GMINNY OŚRODEK KULTURY, SPORTU I REKREACJI W TRĄBKACH WIELKICH",JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,POMORSKIE,GDAŃSKI,TRĄBKI WIELKIE,TRĄBKI WIELKIE,UL. SPORTOWA,4,,83-034,TRĄBKI WIELKIE,,509166567,,,58,6828306,0,5/25/1992,1/2/2004,www.goksir-trabkiwielkie.pl,goksir@goksir-trabkiwielkie.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2819988,826533,7131777738,GMINNY OŚRODEK KULTURY I SPORTU W JASTKOWIE Z/S W DĄBROWICY,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,LUBELSKIE,LUBELSKI,JASTKÓW,DĄBROWICA,UL. FIRLEJOWSKA,9,,21-008,TOMASZOWICE,,509518788,,,,,0,5/23/1979,5/23/1979,www.gokis.jastkow.pl,gokja@wp.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
i2821346,20588510,9121822467,MIEJSKO-GMINNE CENTRUM KULTURY W JELCZU-LASKOWICACH,JEDNOSTKA ORGANIZACYJNA ADMINISTRACJI SAMORZĄDOWEJ,DOLNOŚLĄSKIE,OŁAWSKI,JELCZ-LASKOWICE,JELCZ-LASKOWICE,UL. OŁAWSKA,46,,55-220,JELCZ-LASKOWICE,,509736988,,,,,0,9/1/2007,8/24/2007,,biuro@mgck-jl.pl,90.04.Z - DZIAŁALNOŚĆ OBIEKTÓW KULTURALNYCH,'1-9, , , ,,,,,,,
