Nazwa Firmy,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer Domu,Numer Lokalu,Kod Pocztowy,Poczta,Telefon ,Adres WWW,Adres Email
Gminny Ośrodek Kultury W Zwierznie,Warmińsko-Mazurskie,Elbląski,Markusy,Zwierzno,,32,,82-325,Markusy,,,
Dom Kultury W Pysznicy,Podkarpackie,Stalowowolski,Pysznica,Pysznica,Ul. Wolności,322,,37-403,Pysznica,158410048,www.pysznica.pl/dk,dk@pysznica.pl
Gminny Ośrodek Kultury W Skulsku,Wielkopolskie,Koniński,Skulsk,Mielnica Duża,,32A,,62-560,Skulsk,601594270,,instytucjakulturyskulsk@gmail.com
Miejski Dom Kultury W Dęblinie,Lubelskie,Rycki,Dęblin,Dęblin,"Ul. 15 Pułku Piechoty ""Wilków""",32B,,08-530,Dęblin,818830990,,mdkdeblin@op.pl
Gminny Ośrodek Kultury I Biblioteka W Brzeżnie,Zachodniopomorskie,Świdwiński,Brzeżno,Brzeżno,,32C,,78-316,Brzeżno,531038372,,ck@brzezno.pl
Miejsko-Gminny Ośrodek Kultury,Wielkopolskie,Poznański,Kostrzyn,Kostrzyn,Ul. Poznańska,33,,62-025,Kostrzyn,618178345,www.kostrzyn-mgok.pl,abc@mgok-kostrzyn.pl
Gminne Centrum Kulturalno-Biblioteczne W Wieliczkach,Warmińsko-Mazurskie,Olecki,Wieliczki,Wieliczki,Ul. Lipowa,33,,19-404,Wieliczki,876103510,,gok-wieliczki@o2.pl
Gminny Ośrodek Kultury W Grybowie,Małopolskie,Nowosądecki,Grybów,Grybów,Ul. Jakubowskiego,33,,33-330,Grybów,184453835,,gokgbp@op.pl
Gminny Ośrodek Kultury W Przecławiu,Łódzkie,Brzeziński,Brzeziny,Przecław,,33,,95-060,Brzeziny,468742352,,gokprzeclaw@o2.pl
"Centrum Kultury ""Park Dzieje"" W Murowanej Goślinie",Wielkopolskie,Poznański,Murowana Goślina,Murowana Goślina,Ul. Źródlana,33,,62-095,Murowana Goślina,577998839,www.parkdzieje.pl,kontakt@parkdzieje.pl
"Miejski Dom Kultury ""Ligota"" W Katowicach",Śląskie,M. Katowice,M. Katowice,Katowice,Ul. Franciszkańska,33,,40-708,Katowice,322523234,www.mdkligota.dt.pl,mdk@mdkligota.dt.pl
Miejsko-Gminny Ośrodek Kultury,Świętokrzyskie,Sandomierski,Zawichost,Zawichost,Ul. Żeromskiego,33,,27-630,Zawichost,158364164,www.mgok-zawichost.pl,mgok@zawichost.pl
Mszczonowski Ośrodek Kultury,Mazowieckie,Żyrardowski,Mszczonów,Mszczonów,Ul. Warszawska,33,,96-320,Mszczonów,468571663,www.mok-mszczonow.pl,mok@mszczonow.pl
Centrum Kultury I Sztuki W Skierniewicach,Łódzkie,M. Skierniewice,M. Skierniewice,Skierniewice,Ul. Władysława Stanisława Reymonta,33,,96-100,Skierniewice,468332112,,sekretariat@cekis.pl
Gminny Ośrodek Kultury W Hrubieszowie Z/S W Wołajowicach,Lubelskie,Hrubieszowski,Hrubieszów,Wołajowice,,33,,22-500,Hrubieszów,846981486,,sekretariat@gok-wolajowice.pl
Centrum Kultury Gminy Ustka,Pomorskie,Słupski,Ustka,Ustka,Ul. Darłowska,3B,,76-270,Ustka,598141325,,biuro@ckgminaustka.pl
Miejsko-Gminny Ośrodek Kultury,Dolnośląskie,Lwówecki,Gryfów Śląski,Gryfów Śląski,Ul. Kolejowa,33 A,,59-620,Gryfów Śląski,757812900,,mgokgryfow@wp.pl
Centrum Kultury I Biblioteka Publiczna W Jasienicy Rosielnej,Podkarpackie,Brzozowski,Jasienica Rosielna,Jasienica Rosielna,,331,,36-220,Jasienica Rosielna,134306333,,gokjasienica@op.pl
Ośrodek Kultury W Grodzisku Dolnym,Podkarpackie,Leżajski,Grodzisko Dolne,Grodzisko Dolne,,332,,37-306,Grodzisko Dolne,172436141,,gok@grodziskodolne.pl
Gminne Centrum Kultury Czytelnictwa I Sportu W Bochni,Małopolskie,Bocheński,Bochnia,Łapczyca,,334,,32-744,Łapczyca,146105450,,biuro@gck.bochnia.pl
Ośrodek Kultury Gminy Gorlice,Małopolskie,Gorlicki,Gorlice,Ropica Polska,,338,,38-300,Gorlice,183530125,www.okgg.pl,okgg@okgg.pl
Kołobrzeski Instytut Kultury I Promocji,Zachodniopomorskie,Kołobrzeski,Kołobrzeg,Kołobrzeg,Ul. Unii Lubelskiej,33A,,78-100,Kołobrzeg,,www.kikip.kolobrzeg.eu,
Centrum Kultury I Promocji W Krościenku Nad Dunajcem,Małopolskie,Nowotarski,Krościenko Nad Dunajcem,Krościenko Nad Dunajcem,Ul. Rynek,34,,34-450,Krościenko Nad Dunajcem,182623304,,biuro@ckipkroscienko.pl
Centrum Kultury W Dobrej,Wielkopolskie,Turecki,Dobra,Dobra,Ul. Jana Dekerta,34,,62-730,Dobra,632887952,,centrumkulturywdobrej@gmail.com
Centrum Kultury I Rekreacji W Brodach,Świętokrzyskie,Starachowicki,Brody,Brody,Ul. Radomska,34,,27-230,Brody,412711331,www.kultura.brody.org.pl,ckbrody@wp.pl
Dom Kultury W Ustce,Pomorskie,Słupski,Ustka,Ustka,Ul. Czerwonych Kosynierów,19,,76-270,Ustka,598144919,,sekretariat@dk.ustka.pl
Gminny Ośrodek Kultury W Prostkach,Warmińsko-Mazurskie,Ełcki,Prostki,Prostki,Ul. 1 Maja,34,,19-335,Prostki,876112420,www.gok.prostki.pl,gciprostki@o2.pl
Tarnobrzeskie Centrum Seniora,Podkarpackie,M. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,Plac Bartosza Głowackiego,34,,39-400,Tarnobrzeg,789809375,www.tcs.tarnobrzeg.pl,info@tcs.tarnobrzeg.pl
Kostrzyńskie Centrum Kultury,Lubuskie,Gorzowski,Kostrzyn Nad Odrą,Kostrzyn Nad Odrą,Ul. Władysława Sikorskiego,34,,66-470,Kostrzyn Nad Odrą,957279970,,kcentrum@wp.pl
Gminny Ośrodek Kultury W Czyżewie,Podlaskie,Wysokomazowiecki,Czyżew,Czyżew,Ul. Mazowiecka,34,,18-220,Czyżew,862755289,,kulczyzew@op.pl
Gminny Ośrodek Kultury W Wildze,Mazowieckie,Garwoliński,Wilga,Wilga,Ul. Warszawska,34,,08-470,Wilga,256853062,www.gokwilga.pl,kultura@gokwilga.pl
"Samorządowe Centrum Kultury, Turystyki I Rekreacji",Opolskie,Opolski,Popielów,Popielów,Ul. Powstańców,34,,46-090,Popielów,774692193,,kultura@popielow.pl
Bychawskie Centrum Kultury W Bychawie,Lubelskie,Lubelski,Bychawa,Bychawa,Ul. Marszałka Józefa Piłsudskiego,34,,23-100,Bychawa,815660124,www.ebck.pl,sekretariat@ebck.pl
Gminny Ośrodek Kultury I Czytelnictwa W Rakszawie,Podkarpackie,Łańcucki,Rakszawa,Rakszawa,,340,,37-111,Rakszawa,172261289,www.gokic.lap.pl,gokic@interia.pl
Gminny Ośrodek Kultury W Domaradzu,Podkarpackie,Brzozowski,Domaradz,Domaradz,,345,,36-230,Domaradz,134347041,,gmina@domaradz.pl
"Gminny Ośrodek Kultury, Sportu I Turystyki W Łukowicy",Małopolskie,Limanowski,Łukowica,Łukowica,,349,,34-606,Łukowica,183335043,,gok_lukowica@op.pl
Centrum Kultury I Czytelnictwa W Serocku,Mazowieckie,Legionowski,Serock,Serock,Ul. Pułtuska,35,,05-140,Serock,227828070,www.kultura.serock.pl,biuro@kultura.serock.pl
Centrum Bibliotek I Kultury Gminy Chełm,Lubelskie,Chełmski,Chełm,Okszów,Ul. Chełmska,35,,22-105,Okszów,825690714,,cbik.okszow@gminachelm.pl
Gminne Centrum Kultury W Cieszkowie,Dolnośląskie,Milicki,Cieszków,Cieszków,Ul. Gen. Władysława Sikorskiego,35,,56-330,Cieszków,713848142,www.gckcieszkow.republika.pl,gckcieszkow@op.pl
Gminny Ośrodek Kultury W Gostycynie,Kujawsko-Pomorskie,Tucholski,Gostycyn,Gostycyn,Ul. Główna,35,,89-520,Gostycyn,523346153,www.gokgostycyn.las.pl,gokgostycyn@gmail.com
Gminny Ośrodek Kultury W Sadownem,Mazowieckie,Węgrowski,Sadowne,Sadowne,Ul. Kościuszki,35,,07-140,Sadowne,256753272,,goksadowne@wp.pl
Gminne Centrum Kultury W Białej,Opolskie,Prudnicki,Biała,Biała,Ul. Prudnicka,35,,48-210,Biała,774387026,,info@gckbiala.pl
Okoneckie Centrum Kultury W Okonku,Wielkopolskie,Złotowski,Okonek,Okonek,Ul. Leśna,35,,64-965,Okonek,673533888,www.ockokonek.pl,ock@okonek.pl
Zakopiańskie Centrum Kultury,Małopolskie,Tatrzański,Zakopane,Zakopane,Ul. Chramcówki,35,,34-500,Zakopane,182066950,www.zakopane.pl,office@promocja.zakopane.pl
Gminny Dom Kultury,Lubelskie,Puławski,Wąwolnica,Wąwolnica,Ul. Rynek,35,,24-160,Wąwolnica,818825030,,wawolnica.gdk@gmail.com
Nowosądecka Mała Galeria,Małopolskie,M. Nowy Sącz,M. Nowy Sącz,Nowy Sącz,Ul. Jagiellońska,35,,33-300,Nowy Sącz,184435563,www.malagaleria.pl,
Gminne Centrum Kultury Sportu I Rekreacji W Świlczy Z Siedzibą W Trzcianie,Podkarpackie,Rzeszowski,Świlcza,Trzciana,,353C,,36-071,Trzciana,178514438,www.gckswilcza.pl,gcksir@gckswilcza.pl
"Gminne Centrum Kultury, Czytelnictwa I Sportu W Starym Szelkowie",Mazowieckie,Makowski,Szelków,Stary Szelków,,35A,,06-220,Stary Szelków,297176032,www.szelkow.pl,centrumszelkow@wp.pl
Centrum Kultury I Biblioteka Publiczna Gminy Świeszyno,Zachodniopomorskie,Koszaliński,Świeszyno,Świeszyno,Świeszyno,36,,76-024,Świeszyno,943161245,,biuro@ck.swieszyno.pl
Centrum Kultury W Tuczępach,Świętokrzyskie,Buski,Tuczępy,Tuczępy,,36,,28-142,Tuczępy,413533132,,centrum@tuczepy.pl
"Gminne Centrum Informacji, Kultury, Sportu I Rekreacji",Mazowieckie,Wyszkowski,Długosiodło,Długosiodło,Ul. Królowej Jadwigi,36,,07-210,Długosiodło,296423679,,gciksir@dlugosiodlo.pl
Gminny Ośrodek Kultury W Czastarach,Łódzkie,Wieruszowski,Czastary,Czastary,Ul. Wolności,36,,98-410,Czastary,627843170,,gok@czastary.pl
Strzegomskie Centrum Kultury,Dolnośląskie,Świdnicki,Strzegom,Strzegom,Ul. Ignacego Jana Paderewskiego,36,,58-150,Strzegom,746494400,,sck@sck.strzegom.pl
Gminny Ośrodek Kultury W Międzyrzecu Podlaskim Z/S W Wysokim,Lubelskie,Bialski,Międzyrzec Podlaski,Wysokie,Ul. Rudnicka,36,,21-560,Międzyrzec Podlaski,833712496,,sekretariat@gokmiedzyrzec.pl
Powiatowy Młodzieżowy Dom Kultury Im. Henryka Jordana,Śląskie,Tarnogórski,Tarnowskie Góry,Tarnowskie Góry,Ul. Gliwicka,36,,42-600,Tarnowskie Góry,322852974,www.mdk.tgory.pl,sekretariat@mdk.tgory.pl
Miejsko-Gminny Ośrodek Kultury W Sędziszowie Małopolskim,Podkarpackie,Ropczycko-Sędziszowski,Sędziszów Małopolski,Sędziszów Małopolski,Ul. 3-Go Maja,36,,39-120,Sędziszów Małopolski,172216044,,sekretariat@mgoks.pl
Dom Kultury W Gostyni,Śląskie,Mikołowski,Wyry,Gostyń,Ul. Pszczyńska,366,,43-176,Gostyń,322187000,,sekretariat@dkgostyn.pl
"Świetlica ""Nadzieja"" Opiekuńczo-Wychowawcza Wsparcia Dziennego",Małopolskie,Krakowski,Jerzmanowice-Przeginia,Jerzmanowice,,366B,,32-048,Jerzmanowice,,,
Gminny Ośrodek Kultury W Obszy,Lubelskie,Biłgorajski,Obsza,Obsza,,36A,,23-413,Obsza,846891002,,gkio@wp.pl
Samorządowe Centrum Kultury W Tyszowcach,Lubelskie,Tomaszowski,Tyszowce,Tyszowce,Ul. 3 Maja,36A,,22-630,Tyszowce,846619315,,sck@tyszowce.pl
Gminny Ośrodek Kultury W Komornikach,Wielkopolskie,Poznański,Komorniki,Komorniki,Ul. Kościelna,37,11,62-052,Komorniki,618107449,www.gokkomorniki.pl,gokkomorniki@wp.pl
Centrum Kultury I Rekreacji W Santoku,Lubuskie,Gorzowski,Santok,Santok,Ul. Gorzowska,37,,66-431,Santok,957287537,www.ckirsantok.pl/kontakt/,imprezy@ckirsantok.pl
Miejski Ośrodek Kultury W Międzyrzecu Podlaskim,Lubelskie,Bialski,Międzyrzec Podlaski,Międzyrzec Podlaski,Ul. Warszawska,37,,21-560,Międzyrzec Podlaski,833717807,www.mokmiedzyrzec.neostrada.pl,kultura@miedzyrzec.pl
Młodzieżowy Dom Kultury W Elblągu,Warmińsko-Mazurskie,M. Elbląg,M. Elbląg,Elbląg,Ul. Generała Józefa Bema,37,,82-300,Elbląg,556258211,,mdk@elblag.eu
Miejsko-Gminny Ośrodek Kultury I Sportu W Zagórzu,Podkarpackie,Sanocki,Zagórz,Zagórz,Ul. Piłsudskiego,37,,38-540,Zagórz,134623059,www.mgokis-zagorz.pl,mgokiswzagorzu@poczta.onet.pl
Gminny Ośrodek Kultury,Lubuskie,Zielonogórski,Świdnica,Świdnica,Ul. Ogrodowa,37,,66-008,Świdnica,683273322,www.gokswidnica.pl/kontakt/,sekretariat@gokswidnica.pl
Miejskie Centrum Kultury W Nowym Targu,Małopolskie,Nowotarski,Nowy Targ,Nowy Targ,Al. Tysiąclecia,37,,34-400,Nowy Targ,182662132,www.mck.nowytarg.pl,sekretariat@mck.nowytarg.pl
Miejski Klub W Drutarni,Śląskie,Tarnogórski,Kalety,Kalety,Ul. Koszęcińska,37,,42-660,Kalety,,,
Gminne Centrum Kultury I Czytelnictwa Gminy Tryńcza,Podkarpackie,Przeworski,Tryńcza,Tryńcza,,375,,37-204,Tryńcza,166421124,www.tryncza.eu,kultura@tryncza.eu
Centrum Kultury Sportu I Turystyki W Żegocinie,Małopolskie,Bocheński,Żegocina,Żegocina,,378,2,32-731,Żegocina,146132035,,cksit@zegocina.pl
Gminna Instytucja Kultury W Rokitnie,Lubelskie,Bialski,Rokitno,Rokitno,,37B,,21-504,Rokitno,833453120,,rokitno@wp.pl
Gminny Ośrodek Kultury I Sportu W Małym Rudniku,Kujawsko-Pomorskie,Grudziądzki,Grudziądz,Mały Rudnik,Ul. Tulipanowa,38,N,86-302,Mały Rudnik,564682621,,biuro@gokmalyrudnik.eu
Gminne Centrum Kultury I Biblioteka W Płośnicy,Warmińsko-Mazurskie,Działdowski,Płośnica,Płośnica,Ul. Kościelna,38,,13-206,Płośnica,236968085,,gckibplosnica@gmail.com
Gminny Ośrodek Kultury W Małym Płocku,Podlaskie,Kolneński,Mały Płock,Mały Płock,Ul. Ks. Tadeusza Ciborowskiego,38,,18-516,Mały Płock,862791375,,mkryszczuk@malyplock.pl
Młodzieżowy Dom Kultury Im.Heleny Salskiej,Łódzkie,Pabianicki,Pabianice,Pabianice,Ul. Gen. Kazimierza Pułaskiego,38,,95-200,Pabianice,422152093,,sekretariat@mdkpabianice.pl
Powiatowe Centrum Kultury Sportu I Turystyki,Dolnośląskie,Dzierżoniowski,Dzierżoniów,Dzierżoniów,Ul. Świdnicka,38,,58-200,Dzierżoniów,748323235,,
Gminne Centrum Kultury I Biblioteka W Czarnej Dąbrówce,Pomorskie,Bytowski,Czarna Dąbrówka,Czarna Dąbrówka,Ul. Bytowska,10,,77-116,Czarna Dąbrówka,598212014,,gok@czarnadabrowka.pl
Ośrodek Kultury,Dolnośląskie,Zgorzelecki,Zawidów,Zawidów,Ul. Zgorzelecka,39,,59-970,Zawidów,757788336,www.zawidow.pl,biuro@ok.zawidow.eu
Centrum Kultury I Biblioteka Publiczna W Miasteczku Krajeńskim,Wielkopolskie,Pilski,Miasteczko Krajeńskie,Miasteczko Krajeńskie,Ul. Henryka Dąbrowskiego,39,,89-350,Miasteczko Krajeńskie,722002232,,ckibp@miasteczkokrajenskie.pl
"Centrum Kultury, Rekreacji I Sportu W Łącku",Mazowieckie,Płocki,Łąck,Łąck,Ul. Warszawska,39,,09-520,Łąck,223841427,,ckrs@wp.pl
Knyszyński Ośrodek Kultury W Knyszynie,Podlaskie,Moniecki,Knyszyn,Knyszyn,Ul. Rynek,39,,19-120,Knyszyn,857279997,www.kok.knyszyn.pl,dyrektor@kok.knyszyn.pl
Gminny Dom Kultury,Lubuskie,Nowosolski,Kolsko,Kolsko,Ul. Piastowska,39,,67-415,Kolsko,683524112,,gdkkolsko@gmail.com
Miejsko-Gminny Ośrodek Kultury I Sportu W Koprzywnicy,Świętokrzyskie,Sandomierski,Koprzywnica,Koprzywnica,Ul. Rynek,39,,27-660,Koprzywnica,606464932,www.domkultury.koprzywnica.eu,kdk39@op.pl
Gminny Ośrodek Kultury,Kujawsko-Pomorskie,Tucholski,Śliwice,Śliwice,Ul. Dworcowa,39,,89-530,Śliwice,523340071,,kontakt@goksliwice.pl
Miejsko-Gminny Ośrodek Kultury W Baranowie Sandomierskim,Podkarpackie,Tarnobrzeski,Baranów Sandomierski,Baranów Sandomierski,Ul. Fabryczna,39,,39-450,Baranów Sandomierski,158118137,,mgok@baranowsandomierski.pl
Miejski Ośrodek Kultury,Śląskie,Bieruńsko-Lędziński,Lędziny,Lędziny,Ul. Hołdunowska,39,,43-143,Lędziny,323267833,,mokledziny@o2.pl
Centrum Kultury I Sztuki Im. Marszałka Józefa Piłsudskiego W Sierpcu,Mazowieckie,Sierpecki,Sierpc,Sierpc,Ul. Piastowska,39,,09-200,Sierpc,242752493,www.ckisz.sierpc.pl/index.php/contacts,sekretariat@ckisz.sierpc.pl
Świebodziński Dom Kultury,Lubuskie,Świebodziński,Świebodzin,Świebodzin,Ul. J. Piłsudskiego,39,41,66-200,Świebodzin,684750808,www.sdk.swiebodzin.pl,sekretariat@sdk.swiebodzin.pl
Biblioteka I Centrum Kultury W Kolonowskiem,Opolskie,Strzelecki,Kolonowskie,Kolonowskie,Ul. Ks. Czerwionki,39,,47-110,Kolonowskie,774611140,,turystyka@kolonowskie.pl
Ośrodek Kultury W Czernicy,Śląskie,Rybnicki,Gaszowice,Czernica,Ul. Wolności,39,,44-282,Czernica,324305201,www.czernicazameczek.pl,zameczekczernica@op.pl
Gminny Ośrodek Kultury W Lasecznie,Warmińsko-Mazurskie,Iławski,Iława,Laseczno,,39 A,,14-202,Iława,896484423,,gok@gmina-ilawa.pl
Centrum Aktywności Lokalnej-Biblioteka I Kultura,Opolskie,Opolski,Dąbrowa,Chróścina,Ul. Niemodlińska,39A,,46-073,Chróścina,774640120,,gokir@gminadabrowa.pl
Gminne Centrum Kultury W Wierzchosławicach,Małopolskie,Tarnowski,Wierzchosławice,Wierzchosławice,,39A,,33-122,Wierzchosławice,146575757,,recepcja@ckwp.pl
Gminne Centrum Kultury W Aleksandrowie,Łódzkie,Piotrkowski,Aleksandrów,Aleksandrów,,39B,,26-337,Aleksandrów,447560027,,gck@gmina-aleksandrow.pl
Gminny Ośrodek Kultury W Brójcach,Łódzkie,Łódzki Wschodni,Brójce,Brójce,,39B,,95-006,Brójce,422140387,www.gok.brojce.pl,gok@brojce.pl
Dom Kultury W Brójcach,Łódzkie,Łódzki Wschodni,Brójce,Brójce,,39B,,95-006,Brójce,,,
Centrum Biblioteki I Kultury W Gminie Jeżewo,Kujawsko-Pomorskie,Świecki,Jeżewo,Laskowice,Ul. Mickiewicza,3A,,86-130,Laskowice,523318168,,biblioteka.laskowice@op.pl
Gminny Dom Kultury W Kościelcu,Wielkopolskie,Kolski,Kościelec,Kościelec,Ul. Kościelna,3A,,62-604,Kościelec,605277900,www.gdkkoscielec.pl,dyrektor@gdkkoscielec.pl
Gminny Ośrodek Kultury W Milanowie,Lubelskie,Parczewski,Milanów,Milanów,Ul. Kościelna,3A,,21-210,Milanów,833567034,,gok@milanow.pl
Gminny Ośrodek Kultury W Narewce,Podlaskie,Hajnowski,Narewka,Narewka,Ul. Nowa,3A,,17-220,Narewka,856858034,,goknarewka@wp.pl
Wiślańskie Centrum Kultury,Śląskie,Cieszyński,Wisła,Wisła,Pl. Bogumiła Hoffa,3A,,43-460,Wisła,338552967,,kultura@wisla.pl
Miejski Ośrodek Kultury,Wielkopolskie,M. Leszno,M. Leszno,Leszno,Ul. Bolesława Chrobrego,3A,,64-100,Leszno,655299985,www.mok.leszno.pl,sekretariat@mok.leszno.pl
Kotlińskie Centrum Kultury I Biblioteka,Wielkopolskie,Jarociński,Kotlin,Kotlin,Ul. Powstańców Wielkopolskich,3A,,63-220,Kotlin,,,
Gminny Ośrodek Kultury W Kołczygłowach,Pomorskie,Bytowski,Kołczygłowy,Kołczygłowy,Ul. Szkolna,1,,77-140,Kołczygłowy,598213523,,gok.kolczyglowy@gmail.com
Miejski Dom Kultury W Ośnie Lubuskim,Lubuskie,Słubicki,Ośno Lubuskie,Ośno Lubuskie,Ul. Rybacka,3B,,69-220,Ośno Lubuskie,957571343,www.mdkosnol.naszgok.pl,mdk_osno@osno.pl
Biblioteka-Centrum Kultury,Kujawsko-Pomorskie,Toruński,Łubianka,Łubianka,Ul. Toruńska,4,,87-152,Łubianka,530045535,,bck@lubianka.pl
Gminny Ośrodek Kultury I Sportu W Hannie,Lubelskie,Włodawski,Hanna,Hanna,Ul. Dworska,4,,22-220,Hanna,833798042,,biblioteka.hanna@onet.eu
Gminny Ośrodek Kultury I Sportu W Stawiskach,Podlaskie,Kolneński,Stawiski,Stawiski,Ul. Krótka,4,,18-520,Stawiski,862785066,,biblioteka.stawiski@wp.pl
Biblioteka Publiczna I Dom Kultury Gminy Gorzkowice,Łódzkie,Piotrkowski,Gorzkowice,Gorzkowice,Ul. Przedborska,4,,97-350,Gorzkowice,446818101,,bibliotekagorzkowice@o2.pl
Biblioteka I Centrum Kultury W Trzcińsku-Zdroju,Zachodniopomorskie,Gryfiński,Trzcińsko-Zdrój,Trzcińsko-Zdrój,Ul. Młyńska,4,,74-510,Trzcińsko-Zdrój,515805958,,bibliotekatz@o2.pl
Centrum Kultury I Biblioteka W Piaskach,Wielkopolskie,Gostyński,Piaski,Piaski,Ul. Strzelecka,4,,63-820,Piaski,655719071,,biuro@ckib.piaski-wlkp.pl
"Centrum Kultury,Sportu I Turystyki W Kalwarii Zebrzydowskiej",Małopolskie,Wadowicki,Kalwaria Zebrzydowska,Kalwaria Zebrzydowska,Ul. Adama Mickiewicza,4,,34-130,Kalwaria Zebrzydowska,338733771,www.ckskalwaria.com,biuro@ckstkalwaria.com
Centrum Kultury W Świątnikach Górnych,Małopolskie,Krakowski,Świątniki Górne,Świątniki Górne,Ul. Kazimierza Bruchnalskiego,4,,32-040,Świątniki Górne,122704097,,biuro@ckswiatniki.pl
"Gminne Centrum Kultury, Czytelnictwa I Sportu W Szczurowej",Małopolskie,Brzeski,Szczurowa,Szczurowa,Ul. Rynek,4,,32-820,Szczurowa,146714050,www.gck-szczurowa.pl,biuro@gck-szczurowa.pl
Gminne Centrum Kultury W Gródku,Podlaskie,Białostocki,Gródek,Gródek,Ul. Aleksandra I Grzegorza Chodkiewiczów,4,,16-040,Gródek,857180136,,biuro@gckgrodek.pl
Limanowski Dom Kultury,Małopolskie,Limanowski,Limanowa,Limanowa,Ul. Bronisława Czecha,4,,34-600,Limanowa,183371603,www.dk.miasto.limanowa.pl,biuro@ldk.limanowa.pl
Miejski Ośrodek Kultury W Jezioranach,Warmińsko-Mazurskie,Olsztyński,Jeziorany,Jeziorany,Ul. Konopnickiej,4,,11-320,Jeziorany,897181216,www.mokjeziorany.pl,biuro@mokjeziorany.pl
Bieruński Ośrodek Kultury,Śląskie,Bieruńsko-Lędziński,Bieruń,Bieruń,Ul. Spiżowa,4,,43-150,Bieruń,322164016,www.bok.bierun.pl,bok@bok.bierun.pl
"Centrum Kultury Sportu I Rekreacji ""Sokół"" W Sieniawie",Podkarpackie,Przeworski,Sieniawa,Sieniawa,Ul. Tadeusza Kościuszki,4,,37-530,Sieniawa,166488114,,cksirsokol@sieniawa.pl
Miejsko-Gminny Ośrodek Kultury,Opolskie,Oleski,Gorzów Śląski,Gorzów Śląski,Ul. Rynek,4,,46-310,Gorzów Śląski,343594149,www.mgok.gorzowslaski.org,dkgorzow@vp.pl
"Puławski Ośrodek Kultury ""Dom Chemika""",Lubelskie,Puławski,Puławy,Puławy,Ul. Wojska Polskiego,4,,24-100,Puławy,818879601,www.pok.cad.pl,domchemika@domchemika.pl
Centrum Kultury I Sztuki W Sępólnie Krajeńskim,Kujawsko-Pomorskie,Sępoleński,Sępólno Krajeńskie,Sępólno Krajeńskie,Ul. Tadeusza Kościuszki,4,,89-400,Sępólno Krajeńskie,523880160,www.ckissepolno.com.pl,dyrektor@ckissepolno.com.pl
"Gminne Centrum Kultury, Sportu, Turystyki I Rekreacji",Łódzkie,Zgierski,Zgierz,Dzierżązna,,4,,95-001,Biała,500158477,www.dzierzazna.pl,dzierzazna@dzierzazna.pl
Gminny Ośrodek Kultury W Strzegowie,Mazowieckie,Mławski,Strzegowo,Strzegowo,Ul. Wyzwolenia,4,,06-445,Strzegowo,236794089,,ewamal4@o2.pl
Gminny Ośrodek Kultury W Radzanowie,Mazowieckie,Mławski,Radzanów,Radzanów,Ul. Mławska,4,,06-540,Radzanów,236798018,,gci@radzanowo.pl
Gminne Centrum Kultury W Bolesławcu,Łódzkie,Wieruszowski,Bolesławiec,Bolesławiec,Ul. Rynek,4,,98-430,Bolesławiec,627836723,,gck@boleslawiec.net.pl
Gorlickie Centrum Kultury,Małopolskie,Gorlicki,Gorlice,Gorlice,Ul. Józefa Michalusa,4,,38-320,Gorlice,183535695,www.gck.gorlice.pl,gck@gck.gorlice.pl
Gminne Centrum Kultury W Konstantynowie,Lubelskie,Bialski,Konstantynów,Konstantynów,Ul. Marszałka Józefa Piłsudskiego,4,,21-543,Konstantynów,833415003,,gckkon@op.pl
Gminne Centrum Kultury W Wohyniu,Lubelskie,Radzyński,Wohyń,Wohyń,Pl. 9 Września 1939R.,4,,21-310,Wohyń,,,gckwohyn@vp.pl
Gminny Ośrodek Kultury W Cycowie,Lubelskie,Łęczyński,Cyców,Cyców,Ul. Chełmska,4,,21-070,Cyców,825677620,www.gdkcycow.pl/kontakt,gdk@gdkcycow.pl
Gminny Ośrodek Kultury I Sportu W Grudusku,Mazowieckie,Ciechanowski,Grudusk,Grudusk,Pl. Grunwaldu,4,,06-460,Grudusk,236715033,,gok-grudusk@o2.pl
Gminny Ośrodek Kultury,Wielkopolskie,Czarnkowsko-Trzcianecki,Lubasz,Lubasz,Ul. Kościelna,4,,64-720,Lubasz,672557317,,gok-lubasz@wp.pl
Gminny Ośrodek Kultury W Orli,Podlaskie,Bielski,Orla,Orla,Ul. Mickiewicza,4,,17-106,Orla,857392059,,gok-orla@wp.pl
Gminny Ośrodek Kultury W Rusinowie,Mazowieckie,Przysuski,Rusinów,Rusinów,Ul. Żeromskiego,4,,26-411,Rusinów,,,gok.dyrektor@rusinow.pl
Gminny Ośrodek Kultury W Pozezdrzu,Warmińsko-Mazurskie,Węgorzewski,Pozezdrze,Pozezdrze,Ul. Wolności,4,,11-610,Pozezdrze,874279042,,gok.pozezdrze@wp.pl
Gminny Ośrodek Kultury W Cekcynie,Kujawsko-Pomorskie,Tucholski,Cekcyn,Cekcyn,Ul. Szkolna,4,,89-511,Cekcyn,523347567,,gok@cekcyn.pl
Gminny Ośrodek Kultury,Wielkopolskie,Jarociński,Jaraczewo,Jaraczewo,Ul. Kolejowa,4,,63-233,Jaraczewo,627408032,www.gok.jaraczewo.pl,gok@jaraczewo.pl
